content,label
"['incorrect', 'handling', 'input', 'dat', '##um', 'loud', '##ness', 'function', 'li', '##bm', '##ys', '##of', '##a', 'library', 'lead', 'heap', 'buffer', 'over', '##flow', 'access', 'una', '##llo', '##cated', 'memory', 'block']",CWE-787
"['cross', 'site', 'script', '##ing', 'exist', 'online', 'dj', 'booking', 'management', 'system']",CWE-79
"['app', 'system', 'ad', '##min', 'ad', '##min', 'met', '##in', '##fo', 'allow', 'cs', '##rf', 'attack', 'add', 'user', 'account', 'dos', '##aves', '##et', '##up', 'action', 'ad', '##min', 'demonstrate', 'dos', '##aves', '##et', '##up', 'ur', '##i']",CWE-352
"['issue', 'discover', 'gi', '##tl', '##ab', 'affect', 'version', 'start', 'version', 'start', 'version', 'start', 'gi', '##tl', '##ab', 'di', '##sable', 'auto', '##com', '##ple', '##te', 'attribute', 'field', 'relate', 'sensitive', 'information', 'make', 'possible', 'retrieve', 'certain', 'condition']",CWE-668
"['function', 'h', '##w', 'net', 'q', '##em', '##u', 'properly', 'process', 'transmit', 'des', '##cript', '##or', 'dat', '##um', 'send', 'network', 'packet', 'allow', 'attacker', 'cause', 'denial', 'service', 'infinite', 'loop', 'guest', 'crash', 'unspecified', 'vector']",CWE-835
"['ibm', 'jazz', 'foundation', 'ibm', 'engineering', 'product', 'vulnerable', 'cross', 'site', 'script', '##ing', 'vulnerability', 'allow', 'user', 'em', '##bed', 'arbitrary', 'java', '##script', 'code', 'web', 'ui', 'alter', 'intend', 'functionality', 'potentially', 'lead', 'cr', '##ede', '##ntial', 'disclosure', 'trust', 'session', 'ibm', 'x', 'force', 'id']",CWE-352
"['mon', '##go', 'express', 'web', 'base', 'mon', '##go', '##db', 'ad', '##min', 'interface', 'write', 'express', 'mention', 'issue', 'content', 'cell', 'grow', 'large', 'support', 'size', 'click', 'row', 'document', 'une', '##sca', '##pe', 'need', 'ad', '##min', 'interaction', 'cell', 'dat', '##um', 'cell', 'identify', 'medium', 'render', 'medium', 'san', '##iti', '##ze', 'example', 'different', 'render', 'image', 'audio', 'video', 'etc', 'example', 'type', 'attack', 'unauthorized', 'user', 'send', 'large', 'dat', '##um', 'field', 'document', 'use', 'payload', 'em', '##bed', 'java', '##script', 'send', 'export', 'collection', 'attacker', 'ad', '##min', 'knowing', 'type', 'attack', 'drop', 'possible']",CWE-362
"['sonic', '##os', 'post', 'authentication', 'stack', 'base', 'buffer', 'over', '##flow', 'vulnerability', 'ur', '##l', 'end', '##point', 'lead', 'fire', '##wall', 'crash']",CWE-787
"['microsoft', 'excel', 'excel', 'excel', 'excel', 'rt', 'excel', 'office', 'compatibility', 'pack', 'excel', 'viewer', 'excel', 'mac', 'mis', '##hand', '##le', 'registry', 'check', 'allow', 'user', 'assist', 'remote', 'attacker', 'execute', 'arbitrary', 'command', 'craft', 'em', '##bed', 'content', 'document', 'aka', 'microsoft', 'office', 'security', 'feature', 'bypass', 'vulnerability']",CWE-94
"['stack', 'base', 'buffer', 'over', '##flow', 'vu', '##play', '##er', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'code', 'long', 'ur', '##i', 'hr', '##ef', 'attribute', 'ref', 'element', 'file']",CWE-119
"['vulnerability', 'control', 'provision', '##ing', 'wireless', 'access', 'points', 'cap', '##wa', '##p', 'protocol', 'processing', 'cisco', 'ios', 'x', '##e', 'wireless', 'controller', 'software', 'catalyst', 'family', 'allow', 'una', '##uth', '##ent', '##icated', 'remote', 'attacker', 'cause', 'denial', 'service', 'dos', 'condition', 'affected', 'device', 'vulnerability', 'inadequate', 'input', 'validation', 'incoming', 'cap', '##wa', '##p', 'packet', 'en', '##cap', '##sul', '##ate', 'multi', '##cast', 'd', '##ns', 'md', '##ns', 'query', 'attacker', 'exploit', 'vulnerability', 'connect', 'wireless', 'network', 'send', 'craft', 'md', '##ns', 'query', 'flow', 'process', 'wireless', 'controller', 'successful', 'exploit', 'allow', 'attacker', 'cause', 'affect', 'device', 'crash', 're', '##load', 'result', 'dos', 'condition']",CWE-400
"['multiple', 'sql', 'injection', 'vulnerability', 'ya', '##p', 'blog', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'sql', 'command', 'parameter', 'remote', 'authentic', '##ate', 'administrator', 'execute', 'arbitrary', 'sql', 'command', 'user', 'parameter', 'mod', '##if', 'action', 'ad', '##min']",CWE-89
"['adobe', 'ac', '##ro', '##bat', 'reader', 'version', 'early', 'early', 'early', 'version', 'early', 'early', 'early', 'use', 'free', 'vulnerability', 'successful', 'exploitation', 'lead', 'arbitrary', 'code', 'execution']",CWE-416
"['stack', 'base', 'buffer', 'over', '##flow', 'we', '##on', '##ly', '##do', 'wo', '##ds', '##sh', '##ser', '##ver', 'active', '##x', 'component', 'demo', 'product', 'include', 'free', '##ss', '##hd', 'free', '##ft', '##pd', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'code', 'long', 'key', 'exchange', 'algorithm', 'string']",CWE-119
"['craft', 'cm', '##s', 'message', 'process', 'incorrectly', 'lead', 'invalid', 'memory', 'read', 'potentially', 'memory', 'corruption', 'vulnerability', 'affect', 'thunder', '##bird', 'fire', '##fo', '##x', 'fire', '##fo', '##x', 'es', '##r']",CWE-125
"['o', '##j', '##pe', '##gre', '##ad', '##head', '##erin', '##fo', '##se', '##ctable', '##sd', '##ctable', 'function', 'li', '##bt', '##iff', 'allow', 'remote', 'attacker', 'cause', 'denial', 'service', 'memory', 'leak', 'craft', 'image']",CWE-401
"['sp', '##oof', 'vulnerability', 'exist', 'microsoft', 'share', '##point', 'server', 'properly', 'san', '##iti', '##ze', 'specially', 'craft', 'web', 'request', 'affected', 'share', '##point', 'server', 'aka', 'microsoft', 'share', '##point', 'sp', '##oof', '##ing', 'vulnerability', 'cv', '##e', 'id', 'unique']",CWE-74
"['multiple', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'resin', 'ad', '##min', 'ca', '##uch', '##o', 'technology', 'resin', 'professional', 'possibly', 'version', 'allow', 'remote', 'attacker', 'in', '##ject', 'arbitrary', 'web', 'script', 'html', 'parameter', 'note', 'detail', 'obtain', 'party', 'information']",CWE-79
"['version', 'package', 'it', '##he', '##wei', 'li', '##bh', '##v', 'vulnerable', 'cr', '##lf', 'injection', 'un', '##trust', '##ed', 'user', 'input', 'set', 'request', 'header', 'attacker', 'add', 'carriage', 'return', 'line', 'feed', 'character', 'in', '##ject', 'additional', 'header', 'request', 'send']",CWE-74
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'management', 'interface', 'hua', '##wei', 'oceans', '##tor', 'is', '##m', 'allow', 'remote', 'attacker', 'in', '##ject', 'arbitrary', 'web', 'script', 'html', 'log', '##inn', '##ame', 'parameter', 'c', '##gi', 'bin', 'possibly', 'unspecified', 'vector']",CWE-79
"['store', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'form', 'field', 'product', 'custom', 'global', 'variables', 'v', 'allow', 'remote', 'attacker', 'in', '##ject', 'arbitrary', 'code', 'field']",CWE-79
"['vulnerability', 'cisco', 'fabric', 'services', 'component', 'cisco', 'fx', '##os', 'software', 'cisco', 'n', '##x', 'os', 'software', 'allow', 'una', '##uth', '##ent', '##icated', 'remote', 'attacker', 'execute', 'arbitrary', 'code', 'cause', 'denial', 'service', 'dos', 'condition', 'affected', 'device', 'vulnerability', 'exist', 'affect', 'software', 'insufficient', '##ly', 'valid', '##ate', 'cisco', 'fabric', 'services', 'packet', 'header', 'software', 'process', 'packet', 'dat', '##um', 'attacker', 'exploit', 'vulnerability', 'send', 'malicious', '##ly', 'craft', 'cisco', 'fabric', 'services', 'packet', 'affected', 'device', 'successful', 'exploit', 'allow', 'attacker', 'cause', 'buffer', 'over', '##flow', 'condition', 'device', 'allow', 'attacker', 'execute', 'arbitrary', 'code', 'cause', 'dos', 'condition', 'device', 'vulnerability', 'affect', 'following', 'con', '##fi', '##gur', '##e', 'use', 'cisco', 'fabric', 'services', 'fire', '##power', 'series', 'generation', 'fire', '##wall', '##s', 'fire', '##power', 'security', 'app', '##lian', '##ce', 'md', '##s', 'series', 'multi', '##layer', 'switches', 'nexus', 'series', 'fabric', 'extend', '##ers', 'nexus', 'series', 'switches', 'nexus', 'platform', 'switches', 'nexus', 'platform', 'switches', 'nexus', 'platform', 'switches', 'nexus', 'series', 'switches', 'nexus', 'series', 'switches', 'nexus', 'series', 'switches', 'nexus', 'series', 'switches', 'standalone', 'n', '##x', 'os', 'mode', 'nexus', 'r', 'series', 'line', 'cards', 'fabric', 'modules', 'uc', '##s', 'series', 'fabric', 'inter', '##con', '##ne', '##cts', 'uc', '##s', 'series', 'fabric', 'inter', '##con', '##ne', '##cts', 'uc', '##s', 'series', 'fabric', 'inter', '##con', '##ne', '##cts', 'cisco', 'bug', 'id']",CWE-120
"['denial', 'service', 'vulnerability', 'hua', '##wei', 'product', 'improper', 'memory', 'management', 'memory', 'leak', '##age', 'occur', 'special', 'case', 'attacker', 'perform', 'series', 'operation', 'exploit', 'vulnerability', 'successful', 'exploit', 'cause', 'denial', 'service', 'affect', 'product', 'version', 'include', 'cloud', '##eng', '##ine', 'version', 'cloud', '##eng', '##ine', 'version', 'cloud', '##eng', '##ine', 'version', 'cloud', '##eng', '##ine', 'version', 'version', 'f', 'version', 'm', 'version']",CWE-401
"['integer', 'over', '##flow', 'angle', 'google', 'chrome', 'windows', 'prior', 'allow', 'remote', 'attacker', 'potentially', 'exploit', 'heap', 'corruption', 'crafted', 'html', 'page']",CWE-190
"['joo', '##ml', '##a', 'allow', 'remote', 'attacker', 'authentic', '##ate', 'bypass', 'intend', 'access', 'restriction', 'vector', 'involve', 'ld', '##ap', 'authentication']",CWE-287
"['adobe', 'digital', 'editions', 'version', 'early', 'exploit', '##able', 'buffer', 'read', 'vulnerability', 'successful', 'exploitation', 'lead', 'information', 'disclosure']",CWE-125
"['unspecified', 'vulnerability', 'opera', 'allow', 'remote', 'attacker', 'over', '##write', 'function', 'page', 'domain', 'bypass', 'origin', 'policy', 'unknown', 'vector']",CWE-20
"['jenkins', 'script', 'security', 'plug', '##in', 'early', 'store', 'script', 'approval', 'hash', 'script', 'make', 'vulnerable', 'collision', 'attack']",CWE-326
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'yi', '##i', 'framework', 'allow', 'remote', 'attacker', 'in', '##ject', 'arbitrary', 'web', 'script', 'html', 'vector', 'relate', 'j', '##son', 'array', 'internet', 'explorer']",CWE-79
"['multiple', 'xml', 'external', 'entity', 'xx', '##e', 'vulnerability', 'cc', '##rc', 'wan', 'server', 'cm', 'server', 'per', '##l', 'cc', 'c', '##q', 'integration', 'trigger', 'script', 'cm', '##ap', '##i', 'java', 'interface', 'clear', '##case', 'remote', 'client', 'cm', '##i', 'os', '##lc', 'base', 'clear', '##quest', 'integration', 'component', 'ibm', 'rational', 'clear', '##case', 'allow', 'remote', 'attacker', 'cause', 'denial', 'service', 'access', 'server', 'craft', 'xml', 'dat', '##um', 'ibm', 'x', 'force', 'id']",CWE-611
"['un', '##con', '##tro', '##lle', 'search', 'path', 'element', 'profile', '##r', 'software', 'version', 'allow', 'authentic', '##ated', 'user', 'potentially', 'enable', 'es', '##cala', '##tion', 'privilege', 'local', 'access']",CWE-427
"['linux', 'kernel', 'set', '##xa', '##tt', '##r', 'operation', 'mount', 'craft', 'image', 'cause', 'slab', 'bound', 'write', 'access', 'use', 'free', 'f', '##s', 'large', 'value', 'me', '##ms', '##et', 'aka']",CWE-416
"['zen', 'cart', 'allow', 'reflect', 'x', '##ss', 'parameter', 'include', 'template', 'common', 'include', 'template', 'common']",CWE-79
"['code', 'injection', 'sonic', '##wall', 'allow', 'authentic', '##ated', 'user', 'execute', 'arbitrary', 'code', 'view', '##ca', '##cer', '##t', 'c', '##gi', 'script', 'vulnerability', 'impact', 'version', 'early']",CWE-94
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'v', '##des', '##k', 'web', '##mail', 'allow', 'remote', 'attacker', 'in', '##ject', 'arbitrary', 'web', 'script', 'html', 'type', 'parameter']",CWE-79
"['improper', 'input', 'validation', 'vulnerability', 'ab', '##b', 'module', 'allow', 'attacker', 'cause', 'denial', 'service', 'module', 'un', '##res', '##pon', '##sive']",CWE-400
"['dell', 'em', '##c', 'sc', '##g', 'early', 'contain', 'sensitive', 'information', 'disclosure', 'vulnerability', 'local', 'malicious', 'user', 'exploit', 'vulnerability', 'read', 'sensitive', 'information', 'use']",CWE-668
"['flaw', 'find', 'cloud', '##forms', 'api', 'user', 'permission', 'use', 'mi', '##q', '##re', '##port', '##res', '##ult', 'capability', 'api', 'potentially', 'view', 'dat', '##um', 'tenant', 'group', 'access']",CWE-732
"['audit', 'system', 'linux', 'kernel', 'version', 'enable', 'use', 'incorrect', 'function', 'free', 'memory', 'prevent', 'memory', 'track', 'audit', '##sy', '##sca', '##ll', 'code', 'lead', 'memory', 'leak', 'allow', 'attacker', 'cause', 'denial', 'service', 'memory', 'consumption']",CWE-401
"['store', 'cross', 'site', 'script', '##ing', 'vulnerability', 'exist', 'mage', '##nto', 'prior', 'mage', '##nto', 'prior', 'mage', '##nto', 'prior', 'exploit', 'authentic', '##ated', 'user', 'privilege', 'tax', 'notification', 'configuration', 'mage', '##nto', 'ad', '##min', 'panel']",CWE-352
"['http', 'index', 'format', 'mi', '##me', 'type', 'par', '##ser', 'ns', '##di', '##rin', '##de', '##x', '##par', '##ser', 'fire', '##fo', '##x', 'fire', '##fo', '##x', 'seam', '##on', '##key', 'check', 'allocation', 'failure', 'allow', 'remote', 'attacker', 'cause', 'denial', 'service', 'crash', 'possibly', 'execute', 'arbitrary', 'code', 'http', 'index', 'response', 'craft', 'header', 'trigger', 'memory', 'corruption', 'buffer', 'over', '##flow']",CWE-119
"['apache', 'air', '##flow', 'version', 'vulnerability', 'allow', 'authentic', '##ated', 'user', 'access', 'source', 'code', 'da', '##g', 'access', 'vulnerability', 'consider', 'low', 'require', 'authentic', '##ated', 'user', 'exploit', 'user', 'recommend', 'upgrade', 'version', 'fix', 'issue']",CWE-863
"['function', 'bf', '##d', 'li', '##bb', '##f', '##d', 'gnu', 'bin', '##uti', '##l', 'early', 'allow', 'remote', 'attacker', 'cause', 'denial', 'service', 'crash', 'possibly', 'execute', 'arbitrary', 'code', 'craft', 'section', 'group', 'header', 'elf', 'file']",CWE-119
"['ad', '##min', 'control', 'panel', 'my', '##bb', 'aka', 'my', '##bu', '##llet', '##in', '##board', 'my', '##bb', 'merge', 'system', 'allow', 'remote', 'attacker', 'obtain', 'installation', 'path', 'vector', 'involve', 'sending', 'mail']",CWE-200
"['ho', '##rus', 'cm', '##s', 'allow', 'sql', 'injection', 'demonstrate', 'request', 'ur', '##i']",CWE-89
"['anti', '##y', 'anti', '##virus', 'engine', 'scan', 'special', 'zip', 'archive', 'crash', 'stack', 'base', 'buffer', 'over', '##flow', 'fix', 'path', 'length']",CWE-787
"['issue', 'discover', 'gnu', 'rec', '##uti', '##ls', 'memory', 'leak', 'rec']",CWE-401
"['web', 'administration', 'interface', 'net', '##mo', '##du', '##le', 'route', '##r', 'software', 'nr', '##sw', 'execute', 'os', 'command', 'construct', 'un', '##san', '##iti', '##zed', 'user', 'input', 'shell', 'meta', '##cha', '##rac', '##ter', 'parameter', 'occur', 'thread', 'start', 'trap', 'trigger', 'cleanup', 'function', 'successful', 'exploit', 'allow', 'authentic', '##ated', 'user', 'execute', 'arbitrary', 'command', 'elevated', 'privilege', 'note', 'different', 'fix', 'version']",CWE-78
"['v', '##m', '##ware', 'works', '##pace', 'access', 'identity', 'manager', 'contain', 'remote', 'code', 'execution', 'vulnerability', 'malicious', 'actor', 'administrator', 'network', 'access', 'trigger', 'remote', 'code', 'execution']",CWE-94
"['sql', 'injection', 'vulnerability', 'e', 'top', '##bi', '##z', 'million', 'pixels', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'sql', 'command', 'parameter']",CWE-89
"['vulnerability', 'allow', 'una', '##uth', '##ent', '##icated', 'remote', 'attacker', 'perform', 'denial', 'service', 'dos', 'attack', 'possibly', 'obtain', 'remote', 'code', 'execution', 'rc', '##e', 'craft', 'network', 'request']",CWE-306
"['android', 'kernel', 'touch', '##screen', 'driver', 'possible', 'bound', 'write', 'miss', 'bound', 'check', 'lead', 'local', 'es', '##cala', '##tion', 'privilege', 'system', 'execution', 'privilege', 'need', 'user', 'interaction', 'need', 'exploitation']",CWE-787
"['log', '##ite', '##c', 'lan', 'pg', '##rb', 'allow', 'attacker', 'administrative', 'privilege', 'execute', 'arbitrary', 'os', 'command', 'unspecified', 'vector']",CWE-78
"['dell', 'em', '##c', 'open', 'manage', 'system', 'administrator', 'om', '##sa', 'version', 'prior', 'contain', 'improper', 'range', 'header', 'processing', 'vulnerability', 'remote', 'una', '##uth', '##ent', '##icated', 'attacker', 'send', 'craft', 'request', 'overlap', 'range', 'cause', 'application', 'com', '##press', 'request', 'byte', 'result', 'crash', 'excessive', 'memory', 'consumption', 'prevent', 'user', 'access', 'system']",CWE-770
"['hua', '##wei', 'version', 'early', 'improper', 'signature', 'verification', 'vulnerability', 'system', 'improper', 'check', 'signature', 'specific', 'software', 'package', 'attacker', 'exploit', 'vulnerability', 'load', 'craft', 'software', 'package', 'device']",CWE-347
"['issue', 'discover', 'sang', '##oma', 'as', '##ter', '##isk', 'ce', '##rti', '##fy', 'get', '##con', '##fi', '##g', 'as', '##ter', '##isk', 'manager', 'interface', 'allow', 'connected', 'application', 'access', 'file', 'outside', 'as', '##ter', '##isk', 'configuration', 'directory', 'aka', 'directory', 'travers', '##al']",CWE-22
"['adobe', 'experience', 'manager', 'version', 'early', 'affect', 'reflect', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'low', 'privileged', 'attacker', 'able', 'convince', 'victim', 'visit', 'ur', '##l', 'reference', 'vulnerable', 'page', 'malicious', 'java', '##script', 'content', 'execute', 'context', 'victim', 'browser']",CWE-79
"['cross', 'site', 'script', '##ing', 'vulnerability', 'ars', '##eno', '##l', 'version', 'allow', 'attacker', 'in', '##ject', 'arbitrary', 'web', 'script', 'html', 'unspecified', 'vector']",CWE-79
"['quick', 'em', '##ulator', 'q', '##em', '##u', 'build', 'vi', '##rti', '##o', 'gp', '##u', 'device', 'em', '##ulator', 'support', 'vulnerable', 'information', 'leak', '##age', 'issue', 'occur', 'process', 'command', 'guest', 'user', 'process', 'use', 'flaw', 'leak', 'content', 'host', 'memory', 'byte']",CWE-200
"['vulnerability', 'find', 'ud', '##x', 'state', '##less', 'media', 'plug', '##in', 'word', '##press', 'declare', 'problematic', 'vulnerability', 'affect', 'function', 'file', 'li', '##b', 'class', 'class', 'manipulation', 'argument', 'setting', 'lead', 'cross', 'site', 'script', '##ing', 'attack', 'initiate', 'remotely', 'upgrade', 'version', 'able', 'address', 'issue', 'patch', 'identify', 'recommend', 'upgrade', 'affected', 'component', 'id', '##ent', '##ifier', 'assign', 'vulnerability']",CWE-79
"['adobe', 'reader', 'ac', '##ro', '##bat', 'ac', '##ro', '##bat', 'ac', '##ro', '##bat', 'reader', 'dc', 'classic', 'ac', '##ro', '##bat', 'ac', '##ro', '##bat', 'reader', 'dc', 'continuous', 'windows', 'os', 'x', 'allow', 'attacker', 'execute', 'arbitrary', 'code', 'cause', 'denial', 'service', 'memory', 'corruption', 'unspecified', 'vector', 'different', 'vulnerability']",CWE-119
"['function', 'per', '##l', 'allow', 'context', 'dependent', 'attacker', 'cause', 'denial', 'service', 'infinite', 'loop', 'craft', 'dat', '##um', 'demonstrate']",CWE-20
"['privilege', 'es', '##cala', '##tion', 'editor', 'ad', '##min', 'group', 'concrete', 'cm', '##s', 'version', 'group', 'grant', 'view', 'permission', 'bulk', '##up', '##date', 'page', 'user', 'group', 'es', '##cala', '##te', 'administrator', 'specially', 'craft', 'curl', 'fix', 'add', 'check', 'group', 'permission', 'allow', 'group', 'move', 'concrete', 'cm', '##s', 'security', 'team', 'cv', '##ss', 'scoring', 'av', 'n', 'ac', 'h', 'pr', 'l', 'ui', 'r', 's', 'u', 'c', 'h', 'h', 'hc', '##red', '##it', 'discovery', 'adrian', 'ti', '##ron', 'fort', '##bridge', 'fix', 'concrete', 'version']",CWE-732
"['web', '##kit', 'apple', 'safari', 'mac', 'os', 'x', 'windows', 'mac', 'os', 'x', 'properly', 'handle', 'li', '##b', '##x', '##ml', 'context', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'code', 'cause', 'denial', 'service', 'application', 'crash', 'crafted', 'html', 'document', 'relate', 'api', 'abuse', 'issue']",CWE-119
"['x', '##ss', 'issue', 'discover', 'ign', '##ite', 'real', '##time', 'open', '##fire', 'ist', '##rus', '##ts', '##tore', 'manage', 'store', 'contents']",CWE-79
"['valid', '##ator', 'package', 'allow', 'remote', 'attacker', 'bypass', 'cross', 'site', 'script', '##ing', 'x', '##ss', 'filter', 'he', '##x', 'en', '##code', 'character']",CWE-79
"['type', 'confusion', 'google', 'chrome', 'prior', 'allow', 'remote', 'attacker', 'potentially', 'exploit', 'heap', 'corruption', 'crafted', 'html', 'page', 'ch', '##rom', '##ium', 'security', 'severity', 'high']",CWE-843
"['sql', 'injection', 'vulnerability', 'vacation', 'rental', 'script', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'sql', 'command', 'd', 'parameter', 'section', 'action']",CWE-89
"['assertion', 'reach', '##able', 'repeat', 'ze', '##phy', '##r', 'version', 'contain', 'reach', '##able', 'assertion', 'information']",CWE-617
"['php', 'remote', 'file', 'inclusion', 'vulnerability', 'book', '##lib', '##rar', '##y', 'component', 'basic', 'joo', '##ml', '##a', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'php', 'code', 'ur', '##l', 'parameter']",CWE-94
"['sql', 'injection', 'vulnerability', 'exist', 'mage', '##nto', 'prior', 'mage', '##nto', 'prior', 'authentic', '##ated', 'user', 'privilege', 'account', 'newsletter', 'template', 'editing', 'permission', 'ex', '##fi', '##lt', '##rate', 'ad', '##min', 'log', '##in', 'dat', '##um', 'reset', 'password', 'effectively', 'perform', 'privilege', 'es', '##cala', '##tion']",CWE-352
"['peng', '##ut', '##ron', '##ix', 'bare', '##box', 'remote', 'buffer', 'over', '##flow', 'net', 'length', 'field', 'directly', 'me', '##mc', '##py']",CWE-787
"['key', '##nto', 'team', 'password', 'manager', 'allow', 'x', '##ss', 'dat', '##um', 'save', 'website', 'mis', '##hand', '##le', 'online', 'vault']",CWE-326
"['hughes', 'high', 'performance', 'broadband', 'satellite', 'mode', '##m', 'model', 'sm', 'use', 'hard', 'code', 'cr', '##ede', '##ntial', 'access', 'device', 'default', 'tel', '##net', 'port', 'obtain', 'default', 'cr', '##ede', '##ntial', 'share', 'device']",CWE-798
"['heap', 'base', 'buffer', 'over', '##flow', 'pd', '##vr', '##at', '##l', 'active', '##x', 'control', 'd', '##vr', '##hos', '##t', 'web', 'cm', '##s', 'o', '##c', '##x', 'allow', 'remote', 'attacker', 'execute', 'arbitrary', 'code', 'long', 'second', 'argument', 'times', '##pan', '##form', '##at', 'method']",CWE-119
"['improper', 'size', 'check', 'function', 'li', '##bs', '##ape', '##ex', '##tra', '##ctor', 'library', 'prior', 'sm', '##r', 'release', 'allow', 'bound', 'read', 'craft', 'media', 'file']",CWE-125
