content,label
"['memory', 'corruption', 'cm', '##s', 'processing', 'vulnerability', 'invalid', 'memory', 'read', 'craft', 'cm', '##s', 'message', 'memory', 'corruption', 'invalid', 'memory', 'read', 'potential', 'dat', '##um', 'corruption', 'security', 'vulnerability', 'memory', 'access', 'violation']",CWE-125
"['denial', 'service', 'memory', 'leak', 'crafted', 'image', 'o', '##j', '##pe', '##gre', '##ad', '##head', '##erin', '##fo', '##se', '##ctable', '##sd', '##ctable', 'function', 'li', '##bt', '##iff', 'remote', 'attackers', 'resource', 'exhaustion', 'memory', 'allocation', 'issue', 'application', 'instability']",CWE-772
"['sp', '##oof', 'vulnerability', 'share', '##point', 'server', 'san', '##iti', '##ze', 'web', 'request', 'microsoft', 'specially', 'craft', 'affect', 'server', 'security', 'bypass', 'un', '##san', '##iti', '##ze', 'request', 'server', 'vulnerability']",CWE-74
"['cross', 'site', 'script', '##ing', 'resin', 'professional', 'vu', '##ln', '##era', '##bilities', 'remote', 'attacker', 'web', 'script', 'injection', 'html', 'injection', 'arbitrary', 'code', 'execution', 'unauthorized', 'dat', '##um', 'access', 'website', 'compromise']",CWE-79
"['cr', '##lf', 'injection', 'un', '##trust', '##ed', 'user', 'input', 'request', 'header', '##s', 'carriage', 'return', 'line', 'feed', 'additional', 'header', 'attacker', 'manipulation', 'request', 'alteration', 'header', 'injection', 'vulnerability', 'exploitation']",CWE-74
"['cross', 'site', 'script', '##ing', 'vulnerability', 'management', 'interface', 'arbitrary', 'script', 'injection', 'log', '##inn', '##ame', 'parameter', 'remote', 'attacker', 'html', 'injection', 'remote', 'code', 'execution', 'unauthorized', 'access', 'web', 'application', 'compromise']",CWE-79
"['cross', 'site', 'script', '##ing', 'store', 'x', '##ss', 'remote', 'code', 'injection', 'form', 'field', 'custom', 'global', 'variables', 'injection', 'arbitrary', 'code', 'execution', 'remote', 'attack', 'data', 'manipulation']",CWE-79
"['buffer', 'over', '##flow', 'validation', 'arbitrary', 'code', 'execution', 'cisco', 'fabric', 'services', 'packet', 'header', 'malicious', '##ly', 'craft', 'denial', 'service', 'data', 'validation', 'bypass', 'remote', 'code', 'execution']",CWE-120
"['denial', 'service', 'memory', 'leak', '##age', 'improper', 'memory', 'management', 'attackers', 'special', 'cases', 'affected', 'product', 'versions', 'exploit', 'application', 'instability', 'service', 'disruption']",CWE-401
"['integer', 'over', '##flow', 'angle', 'google', 'chrome', 'remote', 'attacker', 'heap', 'corruption', 'craft', 'html', 'page', 'remote', 'code', 'execution', 'security', 'vulnerability', 'heap', 'memory', 'corruption']",CWE-190
"['authentication', 'bypass', 'ld', '##ap', 'vulnerability', 'access', 'restriction', 'bypass', 'remote', 'attack', 'ld', '##ap', 'authentication', 'vulnerability', 'exploitation', 'unauthorized', 'access', 'security', 'control', 'ci', '##rc', '##um', '##vent', '##ion', 'system', 'compromise']",CWE-287
"['buffer', 'read', 'vulnerability', 'information', 'disclosure', 'exploit', '##able', 'vulnerability', 'adobe', 'digital', 'editions', 'exploitation', 'information', 'disclosure', 'data', 'exposure', 'vulnerability', 'exploitation', 'security', 'risk']",CWE-125
"['unspecified', 'vulnerability', 'function', 'over', '##write', 'bypass', 'origin', 'policy', 'remote', 'attackers', 'pages', 'domains', 'unknown', 'vector', 'function', 'over', '##write', 'security', 'policy', 'bypass', 'remote', 'code', 'execution']",CWE-20
"['hash', 'collision', 'vulnerable', 'storage', 'approval', 'manipulation', 'jenkins', 'script', 'security', 'plug', '##in', 'script', 'approval', 'security', 'vulnerability', 'risk', 'approval', 'manipulation', 'potential', 'unauthorized', 'script', 'execution']",CWE-326
"['cross', 'site', 'script', '##ing', 'vulnerability', 'remote', 'attack', 'j', '##son', 'arrays', 'internet', 'explorer', 'internet', 'explorer', 'arbitrary', 'script', 'injection', 'html', 'injection', 'remote', 'code', 'execution']",CWE-79
"['xml', 'external', 'entity', 'vulnerability', 'denial', 'service', 'remote', 'attack', 'crafted', 'xml', 'dat', '##um', 'remote', 'attacker', 'access', 'server', 'service', 'denial', 'server', 'access', 'vulnerability', 'exploitation']",CWE-611
"['un', '##con', '##tro', '##lle', 'search', 'path', 'privilege', 'es', '##cala', '##tion', 'vulnerability', 'intel', 'vt', '##une', 'profile', '##r', 'authentic', '##ated', 'user', 'local', 'access', 'potential', 'privilege', 'es', '##cala', '##tion', 'security', 'vulnerability', 'local', 'access', 'risk']",CWE-427
"['bound', 'write', 'use', 'free', 'memory', 'corruption', 'set', '##xa', '##tt', '##r', 'operation', 'image', 'slab', 'bound', 'write', 'memory', 'corruption', 'vulnerability', 'use', 'free', 'vulnerability']",CWE-787
"['reflect', 'x', '##ss', 'zen', 'cart', 'parameter', 'parameter', 'include', 'template', 'common', 'include', 'template', 'common', 'client', 'script', 'execution', 'web', 'application', 'vulnerability', 'potential', 'dat', '##um', 'theft']",CWE-79
"['code', 'injection', 'arbitrary', 'code', 'execution', 'c', '##gi', 'script', 'vulnerability', 'sonic', '##wall', 'authentic', '##ated', 'user', 'view', '##ca', '##cer', '##t', 'c', '##gi', 'script', 'security', 'vulnerability', 'execution', 'arbitrary', 'code', 'impact', 'version', 'early']",CWE-94
"['cross', 'site', 'script', '##ing', 'x', '##ss', 'vulnerability', 'arbitrary', 'script', 'injection', 'v', '##des', '##k', 'web', '##mail', 'remote', 'attacker', 'arbitrary', 'code', 'execution', 'html', 'injection', 'security', 'vulnerability']",CWE-79
"['improper', 'input', 'validation', 'denial', 'service', 'module', 'un', '##res', '##pon', '##sive', '##ness', 'ab', '##b', 'module', 'attacker', 'controlled', 'shut', '##down', 'service', 'disruption', 'system', 'un', '##res', '##pon', '##sive', '##ness']",CWE-400
"['information', 'disclosure', 'vulnerability', 'local', 'exploit', 'sensitive', 'information', 'dell', 'em', '##c', 'sc', '##g', 'malicious', 'user', 'read', 'data', 'exposure', 'security', 'breach', 'unauthorized', 'access']",CWE-200
"['authorization', 'flaw', 'api', 'vulnerability', 'unauthorized', 'data', 'access', 'cloud', '##forms', 'api', 'mi', '##q', '##re', '##port', '##res', '##ult', 'capability', 'tenant', 'group', 'dat', '##um', 'access', 'unauthorized', 'data', 'exposure', 'information', 'leak', '##age', 'privilege', 'es', '##cala', '##tion']",CWE-863
"['memory', 'leak', 'denial', 'service', 'linux', 'kernel', 'audit', 'system', 'memory', 'tracking', 'function', 'memory', 'consumption', 'system', 'instability', 'attack', 'vector']",CWE-401
"['store', 'cross', 'site', 'script', '##ing', 'mage', '##nto', 'authentic', '##ated', 'user', 'ad', '##min', 'panel', 'privileges', 'unauthorized', 'code', 'execution', 'user', 'privacy', 'violation', 'system', 'compromise']",CWE-352
"['buffer', 'over', '##flow', 'allocation', 'failure', 'denial', 'service', 'http', 'index', 'response', 'craft', 'header', 'memory', 'corruption', 'remote', 'code', 'execution', 'application', 'crash', 'memory', 'corruption']",CWE-119
"['una', '##uth', '##ent', '##icated', 'access', 'source', 'code', 'disclosure', 'access', 'control', 'vulnerability', 'apache', 'air', '##flow', 'authentic', '##ated', 'user', 'da', '##g', 'data', 'exposure', 'low', 'severity', 'version', 'upgrade', 'recommend']",CWE-862
"['denial', 'service', 'arbitrary', 'code', 'execution', 'craft', 'elf', 'file', 'function', 'section', 'group', 'header', 'remote', 'attackers', 'crash', 'code', 'execution', 'resource', 'exhaustion']",CWE-20
"['information', 'disclosure', 'web', 'application', 'vulnerability', 'remote', 'attack', 'ad', '##min', 'control', 'panel', 'my', '##bb', 'installation', 'path', 'sending', 'mail', 'sensitive', 'information', 'exposure', 'system', 'compromise', 'attack', 'vector']",CWE-200
"['sql', 'injection', 'request', 'ur', '##i', 'ho', '##rus', 'cm', '##s', 'injection', 'vulnerability', 'web', 'application', 'unauthorized', 'dat', '##um', 'access', 'data', 'manipulation', 'application', 'security', 'risk']",CWE-89
"['stack', 'base', 'buffer', 'over', '##flow', 'anti', '##y', 'anti', '##virus', 'engine', 'zip', 'archive', 'fix', 'path', 'length', 'scanning', 'crash', 'application', 'instability', 'denial', 'service', 'security', 'vulnerability']",CWE-787
"['memory', 'leak', 'rec', '##uti', '##l', 'rec', 'aggregate', 'resource', 'leak', '##age', 'memory', 'consumption', 'issue', 'application', 'instability']",CWE-401
"['command', 'injection', 'un', '##san', '##iti', '##zed', 'input', 'elevated', 'privileges', 'web', 'administration', 'interface', 'os', 'command', 'execution', 'meta', '##cha', '##rac', '##ters', 'arbitrary', 'command', 'execution', 'privilege', 'es', '##cala', '##tion', 'vulnerability', 'exploitation']",CWE-78
"['remote', 'code', 'execution', 'vulnerability', 'administrator', 'network', 'access', 'malicious', 'actor', 'v', '##m', '##ware', 'works', '##pace', 'access', 'identity', 'manager', 'trigger', 'unauthorized', 'code', 'execution', 'security', 'compromise', 'administrator', 'privilege', 'abuse']",CWE-74
"['sql', 'injection', 'arbitrary', 'sql', 'commands', 'remote', 'attack', 'parameter', 'e', 'top', '##bi', '##z', 'million', 'pixels', 'data', 'manipulation', 'unauthorized', 'access', 'compromise', 'database']",CWE-89
"['denial', 'service', 'remote', 'code', 'execution', 'craft', 'network', 'request', 'una', '##uth', '##ent', '##icated', 'remote', 'attacker', 'network', 'request', 'vulnerability', 'dos', 'attack', 'possible', 'rc', '##e', 'security', 'compromise']",CWE-20
"['bounds', 'write', 'miss', 'bound', 'check', 'local', 'privilege', 'es', '##cala', '##tion', 'touch', '##screen', 'driver', 'system', 'execution', 'privileges', 'user', 'interaction', 'potential', 'privilege', 'es', '##cala', '##tion', 'system', 'compromise', 'exploitation', 'user', 'interaction']",CWE-787
"['arbitrary', 'os', 'command', 'execution', 'administrative', 'privilege', 'es', '##cala', '##tion', 'unspecified', 'vector', 'attacker', 'administrative', 'privilege', 'os', 'command', 'unauthorized', 'command', 'execution', 'privilege', 'es', '##cala', '##tion', 'attack', 'vector']",CWE-78
"['range', 'header', 'processing', 'vulnerability', 'crafted', 'request', 'excessive', 'memory', 'consumption', 'dell', 'em', '##c', 'open', 'manage', 'om', '##sa', 'remote', 'una', '##uth', '##ent', '##icated', 'attacker', 'system', 'crash', 'memory', 'exhaustion', 'denial', 'service']",CWE-400
"['improper', 'signature', 'verification', 'software', 'package', 'loading', 'vulnerability', 'exploit', '##able', 'vulnerability', 'hua', '##wei', 'version', 'signature', 'check', 'failure', 'attack', 'potential', 'software', 'integrity', 'compromise', 'system', 'compromise']",CWE-347
"['directory', 'travers', '##al', 'as', '##ter', '##isk', 'manager', 'interface', 'configuration', 'directory', 'access', 'get', '##con', '##fi', '##g', 'connect', 'application', 'access', 'file', 'outside', 'unauthorized', 'access', 'security', 'breach', 'confidential', 'data', 'exposure']",CWE-22
"['cross', 'site', 'script', '##ing', 'reflect', 'x', '##ss', 'low', 'privilege', 'attacker', 'adobe', 'experience', 'manager', 'vulnerable', 'page', 'malicious', 'java', '##script', 'content', 'victim', 'browser', 'ur', '##l', 'exploitation', 'unauthorized', 'script', 'execution']",CWE-79
"['cross', 'site', 'script', '##ing', 'arbitrary', 'code', 'injection', 'web', 'script', 'injection', 'attack', 'vector', 'html', 'injection', 'unspecified', 'vectors', 'data', 'manipulation', 'web', 'application', 'vulnerability', 'security', 'breach']",CWE-79
"['information', 'leak', '##age', 'vulnerability', 'host', 'memory', 'leak', 'quick', 'em', '##ulator', 'q', '##em', '##u', 'vi', '##rti', '##o', 'gp', '##u', 'device', 'guest', 'user', 'data', 'exposure', 'security', 'risk', 'memory', 'disclosure']",CWE-772
"['cross', 'site', 'script', '##ing', 'remote', 'code', 'execution', 'security', 'patch', 'ud', '##x', 'state', '##less', 'media', 'plug', '##in', 'word', '##press', 'remote', 'attack', 'component', 'upgrade', 'vulnerability', 'id', '##ent', '##ifier']",CWE-79
"['memory', 'corruption', 'arbitrary', 'code', 'execution', 'denial', 'service', 'adobe', 'reader', 'ac', '##ro', '##bat', 'windows', 'os', 'x', 'unspecified', 'vector', 'code', 'execution', 'system', 'des', '##ta', '##bil', '##ization', 'memory', 'corruption']",CWE-119
"['denial', 'service', 'infinite', 'loop', 'crafted', 'data', 'per', '##l', 'data', 'service', 'una', '##va', '##ila', '##bility', 'endless', 'process', 'malicious', 'dat', '##um', 'impact']",CWE-835
"['privilege', 'es', '##cala', '##tion', 'group', 'permission', '##s', 'administrator', 'rights', 'bulk', '##up', '##date', 'page', 'group', 'manipulation', 'check', 'permission', 'unauthorized', 'access', 'security', 'vulnerability', 'exploit', '##able', 'issue']",CWE-276
"['improper', 'handling', 'li', '##b', '##x', '##ml', 'contexts', 'arbitrary', 'code', 'execution', 'denial', 'service', 'api', 'abuse', 'craft', 'html', 'document', 'remote', 'attack', 'application', 'crash', 'remote', 'code', 'execution', 'service', 'disruption']",CWE-20
"['cross', 'site', 'script', '##ing', 'ign', '##ite', 'real', '##time', 'open', '##fire', 'trust', 'store', 'x', '##ss', 'web', 'security', 'application', 'vulnerability', 'data', 'manipulation', 'unauthorized', 'access', 'security', 'risk']",CWE-79
"['x', '##ss', 'filter', 'bypass', 'valid', '##ator', 'package', 'he', '##x', 'en', '##code', 'characters', 'remote', 'attacker', 'cross', 'site', 'script', 'security', 'bypass', 'vulnerability', 'exploitation', 'filter', 'eva', '##sion']",CWE-79
"['type', 'confusion', 'heap', 'corruption', 'remote', 'code', 'execution', 'google', 'chrome', 'crafted', 'html', 'page', 'remote', 'attacker', 'exploit', 'security', 'severity', 'high', 'ch', '##rom', '##ium']",CWE-843
"['sql', 'injection', 'arbitrary', 'sql', 'commands', 'remote', 'attack', 'd', 'parameter', 'section', 'action', 'data', 'manipulation', 'unauthorized', 'access', 'system', 'compromise']",CWE-89
"['reach', '##able', 'assertion', 'ze', '##phy', '##r', 'version', 'repetition', 'vulnerability', 'ze', '##phy', '##rp', '##ro', '##ject', 'rt', '##o', 'security', 'risk', 'assertion', 'vulnerability', 'ze', '##phy', '##r', 'advisory']",CWE-617
"['remote', 'file', 'inclusion', 'arbitrary', 'code', 'execution', 'php', 'vulnerability', 'joo', '##ml', '##a', 'arbitrary', 'code', 'execution', 'remote', 'attack', 'security', 'vulnerability']",CWE-94
"['sql', 'injection', 'privilege', 'es', '##cala', '##tion', 'ex', '##filtration', 'newsletter', 'template', 'ad', '##min', 'log', '##in', 'dat', '##um', 'password', 'reset', 'data', 'ex', '##filtration', 'account', 'compromise', 'privilege', 'elevation']",CWE-89
"['remote', 'buffer', 'over', '##flow', 'n', '##fs', 'read', '##link', 'reply', 'direct', 'length', 'field', 'usage', 'net', 'me', '##mc', '##py', 'remote', 'exploitation', 'arbitrary', 'code', 'execution', 'remote', 'compromise', 'memory', 'corruption']",CWE-125
"['cross', 'site', 'script', '##ing', 'data', 'mis', '##hand', '##le', 'online', 'vault', 'websites', 'x', '##ss', 'saved', 'dat', '##um', 'security', 'vulnerability', 'user', 'dat', '##um', 'exposure', 'compromise', 'online', 'vault']",CWE-79
"['hard', 'code', 'credentials', 'tel', '##net', 'port', 'access', 'default', 'credentials', 'hughes', 'satellite', 'mode', '##m', 'tel', '##net', 'port', 'default', 'access', 'cr', '##ede', '##ntial', 'unauthorized', 'access', 'device', 'compromise', 'security', 'vulnerability']",CWE-798
"['buffer', 'over', '##flow', 'active', '##x', 'control', 'arbitrary', 'code', 'execution', 'heap', 'base', 'pd', '##vr', '##at', '##l', 'd', '##vr', '##hos', '##t', 'web', 'cm', '##s', 'o', '##c', '##x', 'remote', 'attack', 'execution', 'arbitrary', 'code', 'long', 'second', 'argument']",CWE-119
"['improper', 'size', 'check', 'bounds', 'read', 'craft', 'medium', 'file', 'size', 'check', 'bound', 'read', 'media', 'file', 'vulnerability', 'exploitation', 'data', 'exposure', 'security', 'risk']",CWE-125
"['sql', 'injection', 'sensitive', 'data', 'retrieval', 'parameter', 'manipulation', 'z', '##z', 'cm', '##s', 'version', 'dl', '##id', 'parameter', 'data', 'leak', '##age', 'attacker', 'privilege', 'es', '##cala', '##tion', 'unauthorized', 'dat', '##um', 'access']",CWE-89
"['cross', 'site', 'script', '##ing', 'web', 'script', 'injection', 'html', 'injection', 'remote', 'attackers', 'arbitrary', 'unspecified', 'vectors', 'remote', 'code', 'execution', 'data', 'manipulation', 'security', 'vulnerability']",CWE-79
"['driver', 'file', 'vulnerability', 'input', 'validation', 'failure', 'denial', 'service', 'max', 'secure', 'anti', 'virus', 'ioc', '##tl', 'bs', '##od', 'local', 'user', 'impact', 'unspecified', 'impact']",CWE-20
"['sql', 'injection', 'arbitrary', 'sql', 'commands', 'remote', 'attack', 'ac', '##g', '##v', 'news', 'd', 'parameter', 'data', 'manipulation', 'unauthorized', 'access', 'system', 'compromise']",CWE-89
"['memory', 'corruption', 'vulnerability', 'arbitrary', 'code', 'execution', 'denial', 'service', 'internet', 'explorer', 'craft', 'web', 'site', 'remote', 'attackers', 'data', 'corruption', 'system', 'compromise', 'service', 'disruption']",CWE-20
"['sql', 'injection', 'arbitrary', 'sql', 'statements', 'sensitive', 'information', 'disclosure', 'parameter', 'injection', 'vulnerability', 'discovery', 'specially', 'crafted', 'parameter', 'data', 'leak', '##age', 'information', 'exposure', 'unauthorized', 'data', 'access']",CWE-89
"['cross', 'site', 'script', 'x', '##ss', 'vulnerability', 'remote', 'attacker', 'template', '##s', 'install', '##er', 'web', 'script', 'injection', 'html', 'injection', 'arbitrary', 'code', 'execution', 'remote', 'code', 'execution', 'web', 'content', 'manipulation']",CWE-79
"['null', 'pointer', 'der', '##efe', '##rence', 'par', '##sing', 'vulnerability', 'denial', 'service', 'specially', 'craft', 'file', 'una', '##uth', '##ent', '##icated', 'attacker', 'user', 'interaction', 'application', 'crash', 'user', 'context', 'compromise', 'file', 'base', 'exploitation']",CWE-476
"['store', 'x', '##ss', 'node', '##int', '##eg', '##ration', 'configuration', 'os', 'command', 'execution', 'movies', 'api', 'settings', 'page', 'web', '##page', 'node', '##js', 'feature', 'remote', 'code', 'execution', 'cross', 'site', 'script', '##ing', 'operate', 'system', 'command', 'execution']",CWE-78
"['buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'remote', 'attack', 'heap', 'base', 'nh', '##fs', 'chandler', 'arbitrary', 'code', 'execution', 'remote', 'code', 'execution', 'vulnerability', 'exploitation']",CWE-119
"['cs', '##rf', 'vulnerability', 'store', 'x', '##ss', 'improper', 'validation', 'settings', 'save', 'logged', 'ad', '##min', 'san', '##iti', '##zation', 'cs', '##rf', 'attack', 'unauthorized', 'setting', 'change', 'cross', 'site', 'script', '##ing']",CWE-352
"['sql', 'injection', 'input', 'validation', 'quoting', 'developer', 'method', 'listing', 'class', 'input', 'dat', '##um', 'data', 'manipulation', 'security', 'vulnerability', 'version', 'upgrade']",CWE-89
"['directory', 'travers', '##al', 'arbitrary', 'command', 'execution', 'remote', 'authentication', 'mere', '##thi', '##s', 'centre', '##on', 'command', 'parameter', 'arbitrary', 'command', 'execution', 'remote', 'access', 'unauthorized', 'access']",CWE-22
"['denial', 'service', 'bound', 'write', 'craft', 'jp', '##eg', 'file', 'function', 'drop', '##box', 'le', '##pton', 'remote', 'attacker', 'service', 'disruption', 'memory', 'corruption', 'vulnerability', 'exploitation']",CWE-787
"['denial', 'service', 'remote', 'attack', 'sm', '##tp', 'par', '##ser', 'vulnerability', 'process', '##mi', '##me', '##ent', '##ity', 'function', 'ut', '##il', 'deco', '##de', 'craft', 'input', 'segment', '##ation', 'fault', 'daemon', 'crash', 'exploit', 'wild']",CWE-20
"['buffer', 'over', '##flow', 'arbitrary', 'code', 'execution', 'microsoft', 'office', 'excel', 'heap', 'base', 'md', '##x', '##set', 'record', 'craft', 'spreads', '##hee', '##t', 'remote', 'code', 'execution', 'memory', 'corruption', 'software', 'vulnerability']",CWE-119
